RowNumber,CustomerId,Surname,Geography,HasCrCard,IsActiveMember,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
5600,15635870,She,Germany,0,1,Female,579,50,5,117721.02,1,192146.63,1
5601,15596713,Christie,France,1,1,Male,786,37,7,165896.22,2,66977.68,0
5602,15684211,Creel,Spain,1,0,Female,704,44,9,153656.85,1,158742.81,0
5603,15760521,Thompson,France,1,1,Female,796,50,1,94164,1,189414.74,0
5604,15608408,Lazareva,Spain,1,0,Male,598,39,1,0,2,159130.32,0
5605,15804721,Boni,France,0,0,Male,602,49,0,191808.73,1,97640.2,0
5606,15730272,Evseev,France,1,1,Male,619,58,5,152199.33,1,86022.09,0
5607,15741988,Marino,Germany,1,0,Female,492,52,8,125396.24,1,10014.72,1
5608,15771728,Mackenzie,Germany,1,0,Male,641,41,7,104405.54,3,17384.21,0
5609,15605113,Sutherland,France,1,1,Female,518,27,1,133801.49,1,143315.57,0
5610,15661945,Nicolay,Spain,1,0,Female,623,40,4,0,3,31669.18,0
5611,15783816,Lori,France,0,0,Female,733,28,5,0,2,12761.16,0
5612,15721207,Piazza,Germany,1,0,Male,625,42,6,100047.33,1,93429.95,0
5613,15764072,Somerville,France,1,1,Female,759,31,1,109848.6,1,42012.55,0
5614,15689412,Christie,France,1,0,Female,604,32,7,127849.38,1,15798.7,0
5615,15798385,Grave,Spain,1,1,Female,512,46,3,0,2,56408.14,0
5616,15775339,Lori,France,1,0,Female,520,29,8,95947.76,1,4696.44,0
5617,15585256,Iloerika,Spain,1,1,Male,805,26,2,0,2,25042.1,0
5618,15797329,Muir,France,1,0,Male,626,43,4,137638.69,1,130442.08,1
5619,15780220,Pauley,France,1,1,Male,656,38,10,0,1,136521.82,0
5620,15648951,Kao,Spain,1,1,Male,785,41,7,0,2,199108.88,0
5621,15752409,Grant,France,0,0,Male,553,31,6,0,2,124596.63,0
5622,15807524,Chukwuma,France,0,0,Female,569,44,4,0,2,134394.78,0
5623,15766649,Vincent,France,0,0,Male,670,38,10,89416.99,1,144275.39,0
5624,15696812,Lazareva,Spain,1,1,Male,586,42,6,0,2,123410.23,0
5625,15581295,Ch'ien,Spain,1,0,Female,617,45,1,0,1,143298.06,0
5626,15663234,Bishop,France,1,1,Female,508,60,7,143262.04,1,129562.74,0
5627,15741417,Chibuzo,Spain,1,1,Female,624,35,7,119656.45,2,4595.05,0
5628,15695174,Chang,France,1,1,Male,654,29,4,132954.64,1,146715.07,0
5629,15665168,Calabrese,Germany,1,1,Female,681,44,3,105206.7,2,163558.36,0
5630,15601503,Tokaryev,Spain,0,0,Male,578,28,4,0,2,6947.09,0
5631,15706131,Logan,Spain,1,0,Female,621,37,9,83061.26,2,9170.54,0
5632,15782758,Ozerova,France,1,1,Male,632,40,5,147650.68,1,199674.83,0
5633,15591091,Goering,France,1,0,Male,644,44,5,73348.56,1,157166.79,1
5634,15715877,Lo,France,1,0,Male,821,28,2,0,2,46072.52,0
5635,15756918,Simmons,France,0,0,Female,754,38,2,0,2,3524.69,0
5636,15746662,Maduabuchim,Spain,0,1,Female,568,27,1,116320.68,1,45563.94,0
5637,15626679,Linger,France,0,1,Male,584,33,3,0,2,59103.13,0
5638,15793343,Yeh,France,1,1,Female,549,29,8,0,2,189558.44,0
5639,15576774,Stevenson,France,0,0,Female,729,38,7,0,2,45779.9,0
5640,15801316,Ifeatu,France,1,1,Male,523,61,8,66250.71,1,21859.06,0
5641,15800514,Kenechukwu,Germany,0,0,Female,477,24,2,95675.62,2,162699.7,1
5642,15662232,Learmonth,Germany,1,0,Male,675,42,2,92616.64,2,8567.18,0
5643,15737778,Dickson,Spain,1,0,Female,782,41,4,0,1,132943.88,0
5644,15782096,Volkova,Spain,1,1,Female,616,36,6,0,1,12916.32,1
5645,15783522,Mitchell,Spain,1,1,Female,738,37,8,100565.94,1,128799.86,0
5646,15785373,Wong,Spain,1,0,Female,717,42,5,190305.78,1,99347.8,1
5647,15756272,James,Germany,1,0,Female,526,35,9,118536.4,1,40980.87,1
5648,15615245,Shao,France,1,1,Male,660,19,5,127649.64,1,40368.65,0
5649,15600174,Walton,France,0,1,Male,525,35,7,165358.77,1,94738.54,0
5650,15752956,Stanley,Spain,1,1,Male,629,29,6,0,2,88842.8,0
5651,15644882,Watson,Germany,1,0,Female,616,36,10,78249.53,1,136934.91,0
5652,15766272,Folliero,Germany,1,1,Female,521,61,0,125193.96,1,109356.53,0
5653,15800620,Fitzgerald,France,0,0,Female,691,29,9,0,2,199635.93,0
5654,15569764,Garner,Germany,1,0,Female,687,41,2,154007.21,1,158408.23,0
5655,15747458,Folliero,Spain,1,1,Female,677,43,3,133214.88,2,95936.84,0
5656,15573171,Liao,Spain,1,1,Male,695,63,1,146202.93,1,126688.83,1
5657,15736769,Lucchesi,France,1,0,Female,663,27,9,0,2,150850.29,0
5658,15763381,Chan,France,0,1,Male,496,30,0,90963.49,1,27802,0
5659,15814430,Ma,Spain,1,0,Male,747,41,9,0,1,32430.94,1
5660,15638607,Nwabugwu,France,1,0,Female,546,52,2,0,1,137332.37,1
5661,15737133,P'eng,Spain,1,1,Male,706,68,4,114386.85,1,28601.68,0
5662,15613945,Andrews,France,1,0,Female,472,26,5,0,2,108411.66,0
5663,15659937,Otutodilinna,France,0,1,Female,703,40,7,0,2,122518.5,0
5664,15765287,Grant,France,1,0,Female,850,38,2,0,2,9015.07,0
5665,15661723,Abramovich,Spain,0,1,Male,667,71,4,137260.78,1,94433.08,1
5666,15766064,Komarova,France,1,0,Male,559,33,9,111060.05,2,110371.84,0
5667,15649616,Otutodilichukwu,Spain,1,1,Male,636,60,7,124447.73,1,141364.62,1
5668,15719017,Donaldson,France,1,1,Female,672,34,8,0,2,16245.25,0
5669,15720919,Duggan,France,0,1,Male,667,42,7,0,1,108348.94,1
5670,15706706,Chinwendu,Germany,0,1,Male,648,33,7,135310.41,2,171668.2,0
5671,15709653,Hamilton,France,1,0,Male,497,32,8,0,2,67364.42,0
5672,15805104,Smith,France,0,1,Female,743,73,6,0,2,107867.38,0
5673,15622442,Mazzi,France,1,0,Male,619,29,5,0,2,194310.1,0
5674,15572801,Krischock,Spain,0,0,Male,639,34,5,139393.19,2,33950.08,0
5675,15767598,Kent,Spain,0,0,Male,540,28,8,0,2,197588.32,0
5676,15757897,Binder,France,1,1,Female,766,26,3,104258.8,1,428.23,0
5677,15568104,Zubarev,France,0,1,Female,749,26,6,0,2,34948.77,0
5678,15763414,Degtyarev,Germany,1,0,Male,655,32,9,113447.01,1,82084.3,0
5679,15732265,Obialo,France,1,0,Male,630,33,9,0,2,64804.59,0
5680,15621974,Davydova,Germany,1,0,Female,778,33,4,111063.73,2,83556.65,0
5681,15803947,Teng,Germany,0,0,Female,757,30,6,161378.02,1,71926.28,1
5682,15720706,Hsing,Spain,1,1,Female,529,39,2,82766.43,1,122925.44,0
5683,15759290,Coleman,Spain,1,0,Male,620,29,9,0,2,13133.88,0
5684,15651664,Wilder,France,1,0,Female,615,61,1,104267.7,1,62845.64,1
5685,15795132,Molineux,France,0,0,Female,735,25,3,91718.8,1,28411.23,0
5686,15811565,Cocci,Spain,0,1,Female,705,47,3,63488.7,1,28640.92,1
5687,15713774,Chikwendu,Spain,0,0,Female,644,46,6,12459.19,1,156787.34,1
5688,15691840,Fraser,Germany,0,1,Female,505,37,6,159863.9,2,125307.87,0
5689,15682021,Lai,Germany,1,0,Male,471,23,6,104592.55,2,131736.23,0
5690,15612931,Korovin,Spain,1,1,Female,722,50,4,132088.59,1,128262.14,0
5691,15676707,Sidorov,Spain,1,0,Female,577,39,4,0,2,91366.42,0
5692,15601383,Ibrahimova,Spain,1,0,Male,744,44,5,120654.68,1,82290.81,0
5693,15662662,Duigan,France,1,0,Female,573,30,6,0,2,66190.21,0
5694,15752694,Taylor,France,0,1,Female,653,32,4,83772.95,1,23920.65,0
5695,15590683,Donaldson,France,0,1,Female,660,31,6,172325.67,1,45438.38,0
5696,15773591,Jobson,France,1,1,Male,787,46,7,117685.31,2,93360.35,0
5697,15723620,Lu,France,0,1,Male,617,41,7,0,2,14496.67,0
5698,15671779,Nebechi,France,0,0,Male,567,39,5,0,2,168521.72,0
5699,15672966,Cross,Spain,1,1,Female,682,64,9,0,2,103318.44,0
5700,15624667,Wallace,France,1,1,Male,684,35,6,135871.5,1,87219.41,0
5701,15812888,Perreault,France,1,1,Male,447,41,3,0,4,197490.39,1
5702,15724154,Manna,Germany,1,0,Female,625,49,4,128504.76,1,126812.63,1
5703,15749540,Hsiung,France,1,0,Male,585,36,7,0,2,94283.09,0
5704,15621063,Gibbons,France,1,0,Female,516,42,8,56228.25,1,46857.52,0
5705,15661626,Algeranoff,Germany,1,0,Female,732,45,6,98792.4,1,81491.7,1
5706,15698703,Doherty,Germany,1,1,Male,628,40,5,181768.32,2,129107.97,0
5707,15801431,Rowe,Spain,1,1,Female,682,48,9,101198.01,1,49732.9,0
5708,15649451,Yates,France,0,1,Male,746,25,9,0,2,88728.47,0
5709,15626156,Galloway,France,1,1,Female,655,60,3,0,2,86981.45,0
5710,15606158,Genovese,France,1,0,Female,644,39,9,0,1,3740.93,0
5711,15589496,Arrington,France,0,0,Male,778,34,5,139064.06,2,67949.32,0
5712,15730345,Miah,France,1,1,Female,617,35,2,104508.1,1,147636.46,0
5713,15572038,Chijindum,Germany,1,0,Male,660,35,9,113948.58,1,188891.96,1
5714,15643439,Ferguson,France,0,1,Male,537,47,10,0,2,25482.62,0
5715,15604158,Smith,France,1,1,Female,554,39,10,0,2,18391.93,0
5716,15657396,Marshall,France,0,1,Male,806,31,9,0,2,140168.36,0
5717,15709478,P'an,Germany,0,1,Male,611,37,1,117524.72,2,161064.29,0
5718,15628824,Burton,France,0,1,Female,665,37,5,160389.82,1,183542.08,0
5719,15814519,Kamdibe,France,1,0,Female,648,37,7,0,2,194238.92,0
5720,15636520,Milani,France,0,0,Male,692,27,1,125547.53,1,7900.46,0
5721,15794414,Forbes,Spain,1,1,Male,507,46,6,92783.68,1,51424.29,0
5722,15643671,Chiekwugo,Germany,1,0,Male,696,49,5,97036.22,2,152450.84,1
5723,15700650,Cousens,France,0,0,Male,681,34,3,0,2,55816.2,0
5724,15680224,Ross,France,1,1,Female,687,26,6,0,2,32909.13,0
5725,15784286,Wood,Spain,1,1,Male,641,40,5,102145.13,1,100637.07,0
5726,15693996,Hawks,France,0,0,Female,507,33,1,113452.66,1,142911.99,0
5727,15764343,T'ien,Spain,1,0,Female,688,46,8,155681.72,1,26287.21,0
5728,15704168,Ting,Germany,0,0,Male,535,38,8,127475.24,1,60775.76,1
5729,15680197,Thynne,France,1,1,Male,701,41,10,0,2,146257.77,0
5730,15633729,Wang,France,1,1,Male,488,43,10,112751.13,1,28332,0
5731,15577683,Maclean,France,1,1,Female,539,29,4,0,2,100919.19,0
5732,15800746,Watson,France,1,1,Male,674,45,7,144889.18,1,102591.9,1
5733,15788686,Gibson,Spain,1,1,Male,538,40,8,0,2,25554.4,0
5734,15742798,French,France,1,0,Female,829,22,7,150126.44,1,152107.93,1
5735,15596647,Henderson,France,1,1,Male,768,54,8,69712.74,1,69381.05,0
5736,15756070,Greenwood,Spain,0,1,Female,585,44,4,0,2,101728.46,0
5737,15775116,Anderson,France,0,0,Male,581,31,3,0,2,89040.61,0
5738,15575428,Mistry,Germany,1,1,Female,682,35,2,117438.92,2,16910.98,0
5739,15654074,Tuan,France,1,0,Male,653,38,8,119315.75,1,150468.35,0
5740,15695872,Fiorentini,France,1,1,Female,712,30,1,89571.59,1,177613.19,0
5741,15568885,Scott,Germany,1,0,Female,620,34,8,102251.57,1,120672.09,0
5742,15725036,Jideofor,France,0,1,Male,709,42,9,118546.71,1,77142.85,0
5743,15632665,Yevseyev,France,0,1,Male,832,61,2,0,1,127804.66,1
5744,15571476,Kelly,Spain,0,0,Male,635,38,0,103257.14,1,158344.63,0
5745,15776850,Smith,Spain,1,1,Female,749,43,1,124209.02,1,167179.48,0
5746,15623649,Ogle,Spain,1,1,Male,629,32,3,0,2,15404.64,0
5747,15751131,Moss,Spain,1,1,Female,836,41,7,150302.84,1,156036.19,0
5748,15688128,Loggia,Spain,0,1,Male,542,34,8,108653.93,1,144725.14,0
5749,15678412,Nwankwo,France,0,0,Female,645,45,8,85325.93,1,22558.74,0
5750,15770291,Allan,France,0,0,Female,844,29,8,0,2,147342.03,0
5751,15583392,Woronoff,Germany,1,0,Male,747,37,9,135776.36,3,85470.45,1
5752,15690731,Wolfe,France,1,1,Male,645,40,6,131411.24,1,194656.11,0
5753,15697948,Henderson,Spain,1,1,Female,752,36,3,0,2,48505.1,0
5754,15608328,Sutherland,Spain,0,0,Female,760,41,6,0,2,101491.23,0
5755,15766378,Marsden,Germany,1,1,Female,714,45,9,106431.97,2,164117.69,0
5756,15600813,Hyde,France,1,1,Male,717,50,9,90305.76,1,124626.57,0
5757,15706217,Kao,Germany,1,1,Male,645,28,7,117466.03,2,34490.06,0
5758,15601417,T'ang,France,1,1,Male,681,32,3,148884.47,2,90967.37,0
5759,15610972,Crawford,Germany,0,0,Female,681,44,4,91115.76,2,24208.84,1
5760,15674620,Dilibe,Germany,0,1,Female,679,37,8,77373.87,2,174873.09,0
5761,15785350,Austin,Spain,1,0,Male,528,23,7,104744.89,1,170262.97,0
5762,15749119,Santiago,France,1,1,Female,710,31,3,0,2,112289.06,0
5763,15756535,Chibugo,Germany,1,1,Male,733,39,5,91538.51,1,93783,0
5764,15700965,Toscano,France,1,1,Female,724,32,6,0,2,150026.79,0
5765,15791851,Afanasyeva,France,1,1,Female,726,34,0,185734.75,1,102036.82,0
5766,15717156,Sokolov,France,1,1,Male,520,30,3,143396.54,2,898.51,0
5767,15740846,Wei,France,1,1,Male,556,40,5,125909.85,1,95124.4,0
5768,15573284,Olisanugo,France,0,0,Female,579,45,2,0,2,11514.39,0
5769,15729083,Gorman,France,0,1,Male,674,36,2,154525.7,1,27468.72,0
5770,15611612,Priestley,France,1,0,Female,570,29,0,0,1,37092.43,0
5771,15694381,Lloyd,France,1,0,Male,631,51,8,100654.8,1,171587.9,0
5772,15651737,Salmond,Spain,0,1,Male,623,44,1,83325.77,1,80828.78,0
5773,15663168,MacDonald,France,1,0,Male,665,35,8,110934.54,1,169287.99,0
5774,15643426,Robertson,Spain,0,0,Female,523,36,8,113680.54,1,13197.44,0
5775,15618245,Chukwumaobim,Germany,1,0,Male,706,31,1,117020.08,2,54439.53,0
5776,15717527,Ifeanacho,France,1,0,Female,619,49,9,145359.99,1,38186.85,0
5777,15793478,Li Fonti,Germany,1,0,Female,593,39,8,151391.68,1,27274.6,1
5778,15642248,Ko,Spain,1,1,Male,608,66,8,123935.35,1,65758.19,0
5779,15640377,Goloubev,France,1,0,Female,526,36,0,0,2,97767.63,0
5780,15723950,Kruglov,Spain,1,1,Male,684,40,2,70291.02,1,115468.84,1
5781,15590327,Liao,Germany,1,0,Female,604,42,10,166031.45,1,98293.14,0
5782,15706199,White,Germany,0,0,Male,636,36,6,96643.32,1,182059.28,0
5783,15671514,Sinclair,Spain,0,1,Female,669,33,8,0,2,128538.05,0
5784,15727041,Fiorentini,France,1,1,Male,624,71,7,0,2,108841.83,0
5785,15738063,Shen,France,1,1,Male,631,29,2,0,2,18581.84,0
5786,15711733,Rapuokwu,France,0,1,Male,753,48,4,0,2,146821.42,0
5787,15652320,Woronoff,France,0,0,Male,588,40,5,0,2,100727.68,0
5788,15634180,Holden,Germany,1,0,Male,729,26,4,97268.1,2,39356.38,0
5789,15694566,Roberts,France,0,0,Female,602,42,10,0,2,169921.11,1
5790,15726103,Tsou,Germany,1,0,Female,689,55,1,76296.81,1,42364.75,1
5791,15646351,Somerville,Spain,1,0,Male,486,27,7,0,2,28823.04,0
5792,15730044,Greco,Germany,0,1,Female,809,42,6,64497.94,3,182436.81,1
5793,15795186,Leonard,France,1,0,Male,562,38,5,0,1,115700.2,0
5794,15784890,McKenzie,Spain,1,0,Female,763,32,8,0,2,16725.53,0
5795,15694125,McElhone,France,1,1,Male,669,57,5,0,2,56875.76,0
5796,15565891,Dipietro,France,1,0,Male,709,39,8,0,2,56214.09,0
5797,15674254,Kerr,Spain,1,1,Female,554,45,4,0,2,193412.05,0
5798,15775206,Hunter,France,0,0,Male,699,37,10,0,2,83263.04,0
5799,15797627,Niehaus,Spain,0,1,Male,732,54,0,134249.7,1,13404.4,0
5800,15649853,Craig,France,1,1,Female,625,45,3,0,1,184474.15,1
5801,15610379,Barclay-Harvey,France,1,1,Male,599,30,9,105443.68,1,121124.53,0
5802,15659800,Teng,Spain,0,1,Female,584,50,1,0,1,152567.75,1
5803,15716236,Milani,France,1,0,Male,499,35,10,0,2,10722.54,0
5804,15672053,Mistry,Spain,0,0,Male,526,38,2,0,2,58010.98,0
5805,15663933,Jamieson,Germany,1,0,Female,625,35,5,86147.46,2,163440.8,1
5806,15814236,Kay,Spain,1,1,Female,537,38,1,96939.06,1,102606.92,0
5807,15583597,Ikedinachukwu,Spain,1,1,Male,696,47,1,106758.6,1,80591.18,0
5808,15607395,Holt,France,1,0,Female,679,33,9,112528.65,2,177362.45,0
5809,15694556,Nkemakolam,France,1,0,Male,684,60,2,116563.58,1,120257.7,1
5810,15744109,Hartung,France,1,1,Male,850,32,4,0,1,180622.02,0
5811,15800688,Ch'en,Spain,0,0,Female,495,42,7,0,2,130404.53,0
5812,15810878,Baker,Spain,0,1,Female,537,38,6,141786.78,1,147797.54,0
5813,15587835,Osinachi,France,0,1,Male,850,41,3,136416.82,1,57844.26,0
5814,15763515,Shih,France,1,0,Male,513,30,5,0,2,162523.66,0
5815,15725882,Feng,Germany,1,1,Female,618,40,1,133245.52,2,54495.82,0
5816,15788022,Sternberg,Germany,0,1,Female,802,41,4,90757.64,2,169183.66,0
5817,15663917,Adams,France,0,1,Male,547,43,1,92350.36,1,80262.91,0
5818,15656865,Gray,Germany,0,1,Male,613,69,9,78778.49,1,8751.59,0
5819,15667971,Shepherd,Germany,1,1,Female,592,34,6,102143.93,2,102628.98,0
5820,15800366,Walton,France,1,1,Male,546,29,5,0,1,94823.95,0
5821,15717231,Yang,Germany,0,0,Male,721,37,4,98459.6,1,90821.66,0
5822,15643188,Barnett,Germany,1,0,Female,671,47,7,114603.76,2,153194.32,1
5823,15671351,Romani,Spain,1,0,Male,624,35,2,0,2,87310.59,0
5824,15573628,Greene,Germany,1,0,Female,751,51,7,148074.79,1,146411.41,1
5825,15698953,Hart,Spain,1,1,Male,636,36,1,0,3,74048.1,1
5826,15753888,Johnston,Spain,1,1,Female,607,62,8,108004.64,1,23386.77,1
5827,15737961,Miller,Germany,1,1,Female,509,29,0,107712.57,2,92898.17,0
5828,15801701,Robson,Spain,1,1,Male,653,35,9,0,2,45956.05,0
5829,15684419,Wallace,Spain,1,0,Female,709,37,8,0,3,71738.56,0
5830,15794266,Cross,France,1,0,Male,559,32,9,145303.52,1,103560.98,0
5831,15810711,Marcum,Germany,1,1,Male,684,37,4,138476.41,2,52367.29,0
5832,15771270,North,France,1,1,Female,635,27,8,127471.56,1,152916.05,1
5833,15607786,Mao,France,0,1,Male,709,26,6,156551.63,1,4410.77,0
5834,15624519,Calabrese,Germany,1,0,Female,656,49,9,97092.87,1,74771.22,1
5835,15799910,Martin,France,1,0,Male,793,32,2,0,2,193817.63,1
5836,15602479,Fleming,Spain,1,1,Male,609,37,5,129312.79,1,26793.82,0
5837,15617419,Roberts,Germany,1,1,Female,618,29,10,100315.1,2,32526.64,0
5838,15657603,Finch,France,1,0,Female,850,35,6,81684.97,1,824,0
5839,15570379,Whitelegge,Spain,0,0,Male,669,51,3,88827.53,1,85250.77,1
5840,15772996,Rooke,Germany,1,1,Male,594,40,0,152092.44,2,83508.93,0
5841,15729574,Lu,Spain,1,1,Male,616,71,4,0,2,173599.38,0
5842,15737267,Marcelo,France,1,0,Female,676,49,1,0,1,79342.31,1
5843,15799128,Matthews,Spain,0,1,Female,608,38,9,102406.76,1,57600.66,0
5844,15813327,Romani,France,1,1,Male,710,21,4,109130.96,2,56191.99,0
5845,15711921,Scott,France,1,1,Male,695,29,5,0,2,6770.44,0
5846,15654300,Mao,Germany,0,1,Male,530,33,9,75242.28,1,101694.67,0
5847,15569945,Horsley,Spain,1,0,Male,509,29,1,0,2,69113.14,0
5848,15569666,Goddard,France,0,0,Female,517,45,4,0,1,172674.36,1
5849,15681887,Eskridge,Germany,1,1,Male,758,33,0,129142.54,2,26606.28,0
5850,15608873,Smith,France,0,0,Male,665,51,2,0,1,53353.36,0
5851,15762091,Simpson,Germany,1,1,Female,631,22,6,139129.92,1,63747.51,0
5852,15722053,Oguejiofor,Spain,0,1,Male,576,33,3,0,2,190112.05,0
5853,15782100,Holloway,Spain,0,1,Male,544,22,3,66483.32,1,110317.39,0
5854,15765300,L?,Germany,1,0,Male,596,40,5,62389.03,3,148623.43,1
5855,15743570,Feng,France,1,1,Female,481,34,5,0,2,125253.46,0
5856,15608541,Claiborne,France,1,0,Male,498,46,1,91857.66,1,101954.78,1
5857,15750671,Egobudike,Spain,1,0,Male,512,31,6,0,2,168462.26,0
5858,15813659,Folliero,France,1,0,Female,594,56,7,0,1,26215.85,1
5859,15757867,Bray,France,1,0,Female,570,30,10,176173.52,1,97045.32,1
5860,15652914,Ibrahimov,Spain,0,1,Male,721,38,7,0,1,53534.8,0
5861,15723818,Carpenter,France,1,0,Female,453,37,4,131834.76,2,8949.2,0
5862,15713819,Walsh,France,1,1,Male,562,48,3,92347.96,1,163116.75,0
5863,15656484,Woods,France,1,1,Male,682,40,4,0,2,140745.91,0
5864,15778515,Wu,France,0,0,Male,748,40,3,95297.11,1,171515.84,0
5865,15803840,Forbes,France,0,0,Female,729,32,9,0,2,150803.44,0
5866,15735339,Lynch,France,1,0,Male,663,39,4,0,1,76884.05,0
5867,15600392,Amaechi,France,0,1,Female,735,53,8,123845.36,2,170454.93,1
5868,15625740,Enriquez,Germany,1,1,Male,627,62,3,143426.34,2,143104.3,0
5869,15663817,Y?an,France,1,1,Male,713,46,5,0,1,55701.62,0
5870,15734461,Brooks,Germany,0,1,Male,562,31,2,112708.2,1,186370.3,0
5871,15780142,Wang,France,1,0,Male,632,43,2,100013.51,1,24275.32,0
5872,15709920,Burke,France,0,0,Female,479,33,2,208165.53,1,50774.81,1
5873,15684248,Meng,Spain,0,1,Male,658,21,7,0,2,154279.87,0
5874,15643158,Chiganu,France,1,0,Female,598,40,9,0,1,68462.59,1
5875,15693902,Hunt,France,1,1,Male,597,19,2,0,2,91036.74,0
5876,15578307,Lucchese,France,1,1,Female,512,33,6,121685.31,2,83681.97,0
5877,15585379,Humphries,France,1,0,Male,704,39,2,111525.02,1,199484.96,0
5878,15758510,Frolova,France,0,0,Male,474,26,6,0,2,152491.22,0
5879,15692918,Hsing,Germany,1,1,Male,604,36,10,113546.3,1,134875.37,0
5880,15705301,Parkes,France,1,1,Male,683,41,6,95696.52,2,184366.14,0
5881,15718231,Gregory,France,1,1,Male,537,28,0,88963.31,2,189839.93,0
5882,15567991,Obiuto,Spain,0,1,Male,794,31,0,144880.34,2,175643.44,0
5883,15772650,Longo,France,0,1,Male,732,55,9,136576.02,1,3268.17,1
5884,15574795,Lombardo,France,1,1,Female,495,38,2,63093.01,1,47089.72,0
5885,15706036,Lombardo,Germany,1,1,Male,552,38,10,132271.12,2,46562.02,0
5886,15723856,Gonzalez,France,1,1,Female,602,29,3,88814.4,2,62487.97,0
5887,15812920,Nwabugwu,Germany,0,1,Male,607,40,5,90594.55,1,181598.25,0
5888,15691287,Ford,Germany,1,0,Female,675,33,0,141816.25,1,64815.05,1
5889,15804797,Gilleland,France,1,1,Female,443,54,3,138547.97,1,70196.23,1
5890,15708650,Fullwood,France,0,1,Female,727,31,2,52192.08,2,160383.47,0
5891,15712777,Kao,France,1,0,Male,482,38,4,124976.19,1,35848.12,0
5892,15786469,Montalvo,France,1,0,Female,686,34,1,0,2,87278.48,0
5893,15669219,Wilson,Germany,1,0,Male,588,35,3,104356.38,1,94498.82,0
5894,15641004,Doyne,Spain,0,1,Female,605,48,10,150315.92,1,133486.36,0
5895,15648067,Onwuamaeze,France,1,0,Male,583,39,1,129299.28,2,73107.6,0
5896,15704014,K'ung,Germany,1,0,Male,738,37,7,140950.92,2,195333.98,0
5897,15645136,O'Donnell,Spain,1,0,Male,744,30,1,128065.12,1,121525.48,0
5898,15709604,McMillan,France,1,0,Male,781,23,2,107433.48,1,173843.21,0
5899,15713637,Chinedum,France,1,0,Male,699,34,2,117468.67,1,185227.42,0
5900,15793901,Capon,France,0,0,Female,639,27,2,0,2,125244.18,0
5901,15569759,Rawling,France,1,0,Female,583,27,4,0,3,163113.41,0
5902,15712930,Duncan,France,0,0,Male,587,42,1,0,1,123006.91,0
5903,15586504,Trevisani,France,1,0,Male,694,40,9,0,2,40463.03,0
5904,15677317,Ankudinova,France,1,1,Female,570,29,4,153040.03,1,131363.57,1
5905,15664270,Balsillie,Germany,1,0,Male,692,45,6,142084.04,4,188305.85,1
5906,15731519,Kerr,France,1,0,Female,511,30,5,0,2,143994.86,0
5907,15745623,Worsnop,France,0,0,Male,788,32,4,112079.58,1,89368.59,0
5908,15813862,Yevseyev,Spain,1,1,Male,526,66,7,132044.6,2,158365.89,0
5909,15641934,Manna,Spain,1,0,Female,749,46,9,66582.81,1,78753.12,1
5910,15713043,Siciliani,France,1,1,Female,691,33,6,0,2,100408.31,0
5911,15700749,Powell,France,1,1,Female,481,39,6,0,1,24677.54,0
5912,15697567,Bazarova,France,1,1,Male,752,33,4,0,2,39570.78,0
5913,15715414,White,France,0,0,Female,658,38,6,102895.1,1,155665.76,0
5914,15639530,Buda,Spain,1,1,Male,679,42,2,0,1,168294.27,0
5915,15726058,Cattaneo,Germany,0,1,Male,754,27,7,117578.35,2,87908.01,0
5916,15725665,Lo,France,1,0,Male,679,47,10,198546.1,2,191198.92,1
5917,15698872,Brown,Spain,0,0,Female,633,39,2,0,2,191207.03,0
5918,15812184,Rose,France,1,0,Female,674,31,1,0,1,128954.05,0
5919,15742609,Lombardo,Germany,0,1,Male,600,28,2,116623.31,1,59905.29,0
5920,15815043,McMillan,Spain,1,0,Male,645,49,8,0,2,162012.6,0
5921,15640648,Howe,France,0,1,Male,698,36,6,0,2,19231.98,0
5922,15627203,Hsu,Spain,1,1,Male,508,54,10,0,1,175749.36,0
5923,15786196,Han,France,1,0,Female,555,44,3,105770.7,3,60533.96,1
5924,15612095,Calabrese,France,1,0,Female,751,48,9,0,1,137508.42,1
5925,15674368,Riley,France,0,1,Female,738,39,1,94435.45,2,189430.86,0
5926,15783477,Biryukov,Germany,0,1,Female,706,39,8,112889.91,1,6723.66,0
5927,15757559,Broadhurst,France,1,0,Female,595,53,7,0,2,41371.68,1
5928,15591036,Genovesi,Germany,0,0,Female,577,43,3,127940.47,1,125140.72,1
5929,15761241,Hsieh,Germany,1,1,Female,578,36,8,129745.1,1,143683.75,0
5930,15695078,Kemp,France,1,1,Male,699,32,3,0,2,170770.44,0
5931,15645744,Chukwudi,France,0,1,Female,826,30,5,0,2,157397.57,0
5932,15566988,Iqbal,Germany,1,0,Female,656,46,7,141535.52,1,50595.15,1
5933,15749300,Teng,France,1,1,Female,556,47,2,139914.27,1,50390.98,0
5934,15594340,Tao,France,1,0,Male,569,41,4,120243.49,1,163150.03,1
5935,15607065,Chinedum,France,0,0,Male,765,34,9,91835.16,1,138280.17,0
5936,15778089,Stevenson,Spain,0,0,Male,544,37,2,0,2,135067.02,0
5937,15773723,Duncan,Spain,1,1,Female,588,22,9,67178.19,1,163534.75,1
5938,15697035,Garrett,Spain,0,0,Female,740,31,8,0,2,86657.48,0
5939,15679668,Yao,Spain,0,1,Male,850,38,7,115378.94,1,162087.82,0
